Florida Fish And Wildlife Conservation Commission
Commercial Landings Summary
Years: 2000 - 2020
"Species: CRAB, STONE, JUMBO CLAWS, CRAB, STONE, LARGE CLAWS, GROUPER, GAG, GROUPER, RED, MACKEREL, KING, MACKEREL, SPANISH, SHRIMP, PINK, SNAPPER, RED"
Subject to Revision
Years before 2019 are final
"Report created: August 26, 2020"


Year,Species,Month,Pounds,Trips,Average Price,Estimated Value,
2016,"CRAB, STONE, LARGE CLAWS",February,121535,2365,10.55,1281699,
2016,"SHRIMP, PINK",February,1067192,158,2.19,2342160,
2016,"GROUPER, GAG",March,121997,312,4.46,543547,
2016,"GROUPER, RED",March,708914,381,3.43,2433670,
2016,"MACKEREL, KING",March,740957,1691,1.72,1277262,
2016,"MACKEREL, SPANISH",March,499917,1033,0.98,488783,
2016,"SNAPPER, RED",March,235263,331,3.79,892155,
2016,"CRAB, STONE, JUMBO CLAWS",March,38612,2143,15.40,594575,
2016,"CRAB, STONE, LARGE CLAWS",March,120385,2482,10.02,1206606,
2016,"SHRIMP, PINK",March,707195,264,2.32,1642474,
2016,"GROUPER, GAG",April,92974,336,4.42,410498,
2016,"GROUPER, RED",April,531263,398,3.37,1791042,
2016,"MACKEREL, KING",April,200739,936,3.02,605553,
2016,"MACKEREL, SPANISH",April,52095,578,1.69,88186,
2016,"SNAPPER, RED",April,247752,318,3.63,898201,
2016,"CRAB, STONE, JUMBO CLAWS",April,27092,1741,15.69,425193,
2016,"CRAB, STONE, LARGE CLAWS",April,81315,1972,10.29,837071,
2016,"SHRIMP, PINK",April,752115,194,2.16,1627307,
2016,"GROUPER, GAG",May,143594,543,4.47,641539,
2016,"GROUPER, RED",May,571480,597,3.22,1841381,
2016,"MACKEREL, KING",May,284729,1432,2.64,751916,
2016,"MACKEREL, SPANISH",May,7001,252,1.45,10163,
2016,"SNAPPER, RED",May,214098,321,3.73,797595,
2016,"CRAB, STONE, JUMBO CLAWS",May,8474,676,15.84,134195,
2016,"CRAB, STONE, LARGE CLAWS",May,26422,795,10.50,277421,
2016,"SHRIMP, PINK",May,906242,205,2.17,1966778,
2016,"GROUPER, GAG",June,107832,404,4.36,470520,
2016,"GROUPER, RED",June,354392,458,3.21,1138071,
2016,"MACKEREL, KING",June,112181,1007,3.71,415788,
2016,"MACKEREL, SPANISH",June,3108,146,1.60,4974,
2016,"SNAPPER, RED",June,206334,306,3.80,784415,
2016,"SHRIMP, PINK",June,573593,110,2.24,1284302,
2016,"GROUPER, GAG",July,70537,353,4.39,309660,
2016,"GROUPER, RED",July,230274,448,3.36,774845,
2016,"MACKEREL, KING",July,76136,739,2.86,218113,
2016,"MACKEREL, SPANISH",July,2458,175,1.68,4130,
2016,"SNAPPER, RED",July,197433,305,3.72,734994,
2016,"SHRIMP, PINK",July,567502,95,2.19,1242628,
2016,"GROUPER, GAG",August,67163,256,4.50,301928,
2016,"GROUPER, RED",August,221431,363,3.40,752423,
2016,"MACKEREL, KING",August,109512,871,2.43,266460,
2016,"MACKEREL, SPANISH",August,7571,260,1.72,13044,
2016,"SNAPPER, RED",August,183932,260,3.41,626397,
2016,"SHRIMP, PINK",August,537632,93,2.28,1224827,
2016,"GROUPER, GAG",September,119803,311,4.27,512060,
2016,"GROUPER, RED",September,415448,392,3.44,1427815,
2016,"MACKEREL, KING",September,103927,732,3.08,320507,
2016,"MACKEREL, SPANISH",September,139942,529,1.05,146779,
2016,"SNAPPER, RED",September,211398,281,3.61,762973,
2016,"CRAB, STONE, JUMBO CLAWS",September,159,1,7.00,1113,
2016,"SHRIMP, PINK",September,295708,81,2.44,722525,
2016,"GROUPER, GAG",October,89367,234,4.23,378202,
2016,"GROUPER, RED",October,420651,251,3.38,1420086,
2016,"MACKEREL, KING",October,235964,611,2.58,608215,
2016,"MACKEREL, SPANISH",October,98666,479,1.50,147963,
2016,"SNAPPER, RED",October,155724,202,3.61,561698,
2016,"CRAB, STONE, JUMBO CLAWS",October,101928,2213,18.75,1911356,
2016,"CRAB, STONE, LARGE CLAWS",October,178518,2429,13.42,2394969,
2016,"SHRIMP, PINK",October,324669,83,2.56,830924,
2016,"GROUPER, GAG",November,76412,280,4.27,326410,
2016,"GROUPER, RED",November,399566,357,3.40,1357316,
2016,"MACKEREL, KING",November,242473,805,2.15,520825,
2016,"MACKEREL, SPANISH",November,463255,1268,1.02,470395,
2016,"SNAPPER, RED",November,135100,271,4.03,544424,
2016,"CRAB, STONE, JUMBO CLAWS",November,139018,3377,16.19,2250635,
2016,"CRAB, STONE, LARGE CLAWS",November,229051,3767,10.50,2404943,
2016,"SHRIMP, PINK",November,277225,110,3.21,889830,
2016,"GROUPER, GAG",December,64179,301,4.32,277410,
2016,"GROUPER, RED",December,570828,414,3.39,1934367,
2016,"MACKEREL, KING",December,484093,1354,1.91,926154,
2016,"MACKEREL, SPANISH",December,584845,1260,0.96,562666,
2016,"SNAPPER, RED",December,109462,239,3.78,414119,
2016,"CRAB, STONE, JUMBO CLAWS",December,71506,2696,17.07,1220623,
2016,"CRAB, STONE, LARGE CLAWS",December,137202,3064,11.15,1530424,
2016,"SHRIMP, PINK",December,400384,138,3.16,1264680,
2017,"GROUPER, GAG",January,42119,199,4.40,185213,
2017,"GROUPER, RED",January,268245,234,3.41,914894,
2017,"MACKEREL, KING",January,1022121,1422,1.36,1394622,
2017,"MACKEREL, SPANISH",January,607471,1262,0.96,584974,
2017,"SNAPPER, RED",January,149519,206,4.06,606573,
2017,"CRAB, STONE, JUMBO CLAWS",January,45585,2590,18.64,849716,
2017,"CRAB, STONE, LARGE CLAWS",January,123413,2977,12.32,1520229,
2017,"SHRIMP, PINK",January,722067,187,2.62,1895116,
2017,"GROUPER, GAG",February,83191,285,4.40,366301,
2017,"GROUPER, RED",February,368527,328,3.45,1272749,
2017,"MACKEREL, KING",February,542065,1355,1.88,1017770,
2017,"MACKEREL, SPANISH",February,523733,1068,0.79,412803,
2017,"SNAPPER, RED",February,207324,311,4.15,859838,
2017,"CRAB, STONE, JUMBO CLAWS",February,34185,2237,19.02,650361,
2017,"CRAB, STONE, LARGE CLAWS",February,107115,2582,12.25,1311873,
2017,"SHRIMP, PINK",February,1146383,171,2.62,3006380,
2017,"GROUPER, GAG",March,51990,281,4.46,231918,
2017,"GROUPER, RED",March,526964,350,3.50,1845207,
2017,"MACKEREL, KING",March,261095,1007,3.45,899489,
2017,"MACKEREL, SPANISH",March,352489,847,1.64,579268,
2017,"SNAPPER, RED",March,239648,300,4.03,965543,
2017,"CRAB, STONE, JUMBO CLAWS",March,32015,2002,18.81,602352,
2017,"CRAB, STONE, LARGE CLAWS",March,107108,2354,12.23,1310122,
2017,"SHRIMP, PINK",March,1404905,304,2.49,3496225,
2017,"GROUPER, GAG",April,51252,239,4.41,225787,
2017,"GROUPER, RED",April,362750,301,3.54,1284774,
2017,"MACKEREL, KING",April,161370,808,3.84,619224,
2017,"MACKEREL, SPANISH",April,21054,366,1.81,38115,
2017,"SNAPPER, RED",April,205053,266,3.65,749117,
2017,"CRAB, STONE, JUMBO CLAWS",April,22006,1565,18.90,416029,
2017,"CRAB, STONE, LARGE CLAWS",April,69200,1857,12.02,832015,
2017,"SHRIMP, PINK",April,1335189,222,2.52,3365166,
2017,"GROUPER, GAG",May,92394,411,4.49,415300,
2017,"GROUPER, RED",May,370603,478,3.56,1320621,
2017,"MACKEREL, KING",May,422225,1806,3.02,1276565,
2017,"MACKEREL, SPANISH",May,9237,230,1.45,13401,
2017,"SNAPPER, RED",May,218497,309,3.52,768336,
2017,"CRAB, STONE, JUMBO CLAWS",May,9072,883,19.13,173551,
2017,"CRAB, STONE, LARGE CLAWS",May,31039,1040,11.95,371004,
2017,"SHRIMP, PINK",May,1212073,188,2.84,3436722,
2017,"GROUPER, GAG",June,62866,335,4.51,283388,
2017,"GROUPER, RED",June,243710,422,3.63,884242,
2017,"MACKEREL, KING",June,265872,1501,2.85,756475,
2017,"MACKEREL, SPANISH",June,4943,233,1.41,6984,
2017,"SNAPPER, RED",June,251401,328,3.54,889407,
2017,"SHRIMP, PINK",June,751299,134,2.77,2081385,
2017,"GROUPER, GAG",July,42902,303,4.58,196552,
2017,"GROUPER, RED",July,211834,437,3.70,783258,
2017,"MACKEREL, KING",July,275717,1446,2.03,561073,
2017,"MACKEREL, SPANISH",July,2684,143,1.81,4866,
2017,"SNAPPER, RED",July,232891,325,3.68,856072,
2017,"SHRIMP, PINK",July,618816,104,2.18,1349227,
2017,"GROUPER, GAG",August,25670,213,4.54,116470,
2017,"GROUPER, RED",August,163441,358,3.74,611347,
2017,"MACKEREL, KING",August,243808,1245,2.28,556964,
2017,"MACKEREL, SPANISH",August,5098,213,1.77,9036,
2017,"SNAPPER, RED",August,213547,261,3.41,728052,
2017,"SHRIMP, PINK",August,622953,96,2.13,1326800,
2017,"GROUPER, GAG",September,31999,214,4.58,146700,
2017,"GROUPER, RED",September,317295,319,3.73,1183935,
2017,"MACKEREL, KING",September,100001,409,2.28,227891,
2017,"MACKEREL, SPANISH",September,17114,225,1.65,28218,
2017,"SNAPPER, RED",September,170646,261,3.61,616253,
2017,"SHRIMP, PINK",September,387043,56,1.98,765993,
2017,"GROUPER, GAG",October,25676,145,4.57,117432,
2017,"GROUPER, RED",October,283133,210,3.74,1059818,
2017,"MACKEREL, KING",October,123106,428,2.92,359130,
2017,"MACKEREL, SPANISH",October,94145,497,1.54,145133,
2017,"SNAPPER, RED",October,122616,166,3.36,411811,
2017,"CRAB, STONE, JUMBO CLAWS",October,73226,1821,19.91,1458207,
2017,"CRAB, STONE, LARGE CLAWS",October,139863,1974,14.72,2058887,
2017,"SHRIMP, PINK",October,862505,95,1.90,1638618,
2017,"GROUPER, GAG",November,55531,299,4.60,255505,
2017,"GROUPER, RED",November,329768,388,3.77,1244477,
2017,"MACKEREL, KING",November,284087,788,2.17,616123,
2017,"MACKEREL, SPANISH",November,371245,1026,1.29,478296,
2017,"SNAPPER, RED",November,282168,663,4.27,1205058,
2017,"CRAB, STONE, JUMBO CLAWS",November,60207,2662,20.29,1221800,
2017,"CRAB, STONE, LARGE CLAWS",November,125544,2946,15.01,1884133,
2017,"SHRIMP, PINK",November,1905642,124,1.74,3315282,
2017,"GROUPER, GAG",December,71364,382,4.55,324965,
2017,"GROUPER, RED",December,479979,452,3.68,1768231,
2017,"MACKEREL, KING",December,626105,1688,1.65,1035194,
2017,"MACKEREL, SPANISH",December,833485,1246,0.80,670884,
2017,"SNAPPER, RED",December,307162,963,4.00,1228276,
2017,"CRAB, STONE, JUMBO CLAWS",December,42895,2256,22.91,982841,
2017,"CRAB, STONE, LARGE CLAWS",December,92797,2580,17.00,1577949,
2017,"SHRIMP, PINK",December,2123728,130,2.00,4243967,
2018,"GROUPER, GAG",January,42740,170,4.62,197252,
2018,"GROUPER, RED",January,242314,193,3.75,909418,
2018,"MACKEREL, KING",January,847951,537,1.50,1270619,
2018,"MACKEREL, SPANISH",January,415067,616,1.21,500460,
2018,"SNAPPER, RED",January,166175,208,3.88,645551,
2018,"CRAB, STONE, JUMBO CLAWS",January,25506,1687,24.90,635153,
2018,"CRAB, STONE, LARGE CLAWS",January,68091,1938,18.35,1249694,
2018,"SHRIMP, PINK",January,1995537,205,2.02,4027272,
2018,"GROUPER, GAG",February,65800,272,4.65,306210,
2018,"GROUPER, RED",February,351350,323,3.80,1336493,
2018,"MACKEREL, KING",February,712251,1212,1.91,1360924,
2018,"MACKEREL, SPANISH",February,535998,1136,0.96,515898,
2018,"SNAPPER, RED",February,217162,306,4.20,912309,
2018,"CRAB, STONE, JUMBO CLAWS",February,26435,1991,25.00,660962,
2018,"CRAB, STONE, LARGE CLAWS",February,71553,2384,18.72,1339496,
2018,"SHRIMP, PINK",February,1487349,190,2.41,3587259,
2018,"GROUPER, GAG",March,38167,215,4.74,180808,
2018,"GROUPER, RED",March,378731,266,3.94,1492504,
2018,"MACKEREL, KING",March,156724,592,3.79,594619,
2018,"MACKEREL, SPANISH",March,326859,789,1.22,400004,
2018,"SNAPPER, RED",March,222878,257,3.89,866289,
2018,"CRAB, STONE, JUMBO CLAWS",March,25937,1929,23.84,618275,
2018,"CRAB, STONE, LARGE CLAWS",March,86431,2235,17.86,1543403,
2018,"SHRIMP, PINK",March,1953959,225,2.16,4225750,
2018,"GROUPER, GAG",April,46662,246,4.78,222921,
2018,"GROUPER, RED",April,271845,329,4.09,1113107,
2018,"MACKEREL, KING",April,240736,1257,3.58,861557,
2018,"MACKEREL, SPANISH",April,59282,516,1.33,78774,
2018,"SNAPPER, RED",April,273214,336,3.96,1081670,
2018,"CRAB, STONE, JUMBO CLAWS",April,19972,1772,23.53,470002,
2018,"CRAB, STONE, LARGE CLAWS",April,70551,2037,16.28,1148909,
2018,"SHRIMP, PINK",April,1264381,210,2.39,3023946,
2018,"GROUPER, GAG",May,93080,417,4.85,451255,
2018,"GROUPER, RED",May,283258,397,4.02,1140074,
2018,"MACKEREL, KING",May,287044,1112,2.77,794326,
2018,"MACKEREL, SPANISH",May,8563,227,1.21,10381,
2018,"SNAPPER, RED",May,222370,310,4.06,902157,
2018,"CRAB, STONE, JUMBO CLAWS",May,7631,786,23.71,180924,
2018,"CRAB, STONE, LARGE CLAWS",May,23223,872,16.03,372340,
2018,"SHRIMP, PINK",May,1186661,202,2.49,2959088,
2018,"GROUPER, GAG",June,69769,360,4.87,339772,
2018,"GROUPER, RED",June,200497,430,3.98,798933,
2018,"MACKEREL, KING",June,383919,2061,2.80,1075882,
2018,"MACKEREL, SPANISH",June,9432,404,1.82,17206,
2018,"SNAPPER, RED",June,293640,337,3.63,1066261,
2018,"CRAB, STONE, JUMBO CLAWS",June,15,1,18.00,270,
2018,"CRAB, STONE, LARGE CLAWS",June,35,1,13.00,455,
2018,"SHRIMP, PINK",June,615938,110,2.24,1377962,
2018,"GROUPER, GAG",July,31484,251,4.85,152617,
2018,"GROUPER, RED",July,135089,316,4.05,546856,
2018,"MACKEREL, KING",July,205110,1241,2.28,466735,
2018,"MACKEREL, SPANISH",July,73410,176,0.29,21417,
2018,"SNAPPER, RED",July,236554,372,3.72,880435,
2018,"SHRIMP, PINK",July,582764,102,1.97,1147430,
2018,"GROUPER, GAG",August,51763,273,4.87,252105,
2018,"GROUPER, RED",August,119065,323,4.09,487294,
2018,"MACKEREL, KING",August,262881,1279,2.06,541632,
2018,"MACKEREL, SPANISH",August,12392,209,1.46,18053,
2018,"SNAPPER, RED",August,255591,743,4.20,1072837,
2018,"SHRIMP, PINK",August,675805,78,1.98,1336439,
2018,"GROUPER, GAG",September,34895,228,4.93,172196,
2018,"GROUPER, RED",September,230814,317,4.13,952294,
2018,"MACKEREL, KING",September,128161,629,2.73,350134,
2018,"MACKEREL, SPANISH",September,38774,282,1.31,50966,
2018,"SNAPPER, RED",September,245811,541,4.21,1035149,
2018,"SHRIMP, PINK",September,544948,60,1.79,976759,
2018,"GROUPER, GAG",October,49477,189,4.91,242741,
2018,"GROUPER, RED",October,199599,241,4.16,829638,
2018,"MACKEREL, KING",October,107068,527,3.06,327365,
2018,"MACKEREL, SPANISH",October,165765,540,1.20,198250,
2018,"SNAPPER, RED",October,135366,467,4.12,558227,
2018,"CRAB, STONE, JUMBO CLAWS",October,55313,2001,23.39,1293764,
2018,"CRAB, STONE, LARGE CLAWS",October,104732,2221,18.06,1891526,
2018,"SHRIMP, PINK",October,500536,86,1.95,973861,
2018,"GROUPER, GAG",November,72641,216,4.97,361173,
2018,"GROUPER, RED",November,218761,302,4.21,920860,
2018,"MACKEREL, KING",November,271755,939,2.73,742068,
2018,"MACKEREL, SPANISH",November,513629,1094,0.92,470360,
2018,"SNAPPER, RED",November,187768,311,4.28,802993,
2018,"CRAB, STONE, JUMBO CLAWS",November,64521,2853,24.75,1596645,
2018,"CRAB, STONE, LARGE CLAWS",November,132327,3198,19.46,2574429,
2018,"SHRIMP, PINK",November,705705,93,2.24,1580597,
2018,"GROUPER, GAG",December,66133,268,5.02,332047,
2018,"GROUPER, RED",December,172546,297,4.31,744094,
2018,"MACKEREL, KING",December,522871,1349,2.01,1051041,
2018,"MACKEREL, SPANISH",December,951448,1560,0.82,779392,
2018,"SNAPPER, RED",December,203791,403,4.14,843318,
2018,"CRAB, STONE, JUMBO CLAWS",December,47803,2249,24.92,1191432,
2018,"CRAB, STONE, LARGE CLAWS",December,106154,2583,19.84,2105937,
2018,"SHRIMP, PINK",December,796008,110,2.58,2055432,
2019,"GROUPER, GAG",January,99121,249,5.06,501188,
2019,"GROUPER, RED",January,184099,261,4.46,820883,
2019,"MACKEREL, KING",January,459745,1180,1.69,777089,
2019,"MACKEREL, SPANISH",January,770506,1318,0.74,570026,
2019,"SNAPPER, RED",January,225631,278,4.16,939472,
2019,"CRAB, STONE, JUMBO CLAWS",January,29117,2306,25.66,747187,
2019,"CRAB, STONE, LARGE CLAWS",January,81453,2684,20.36,1658441,
2019,"SHRIMP, PINK",January,603708,98,2.45,1478175,
2019,"GROUPER, GAG",February,87884,278,5.13,451200,
2019,"GROUPER, RED",February,211626,299,4.48,948844,
2019,"MACKEREL, KING",February,1129423,1110,1.60,1810923,
2019,"MACKEREL, SPANISH",February,539062,1575,0.96,520180,
2019,"SNAPPER, RED",February,225278,311,4.22,950159,
2019,"CRAB, STONE, JUMBO CLAWS",February,18586,1919,26.17,486467,
2019,"CRAB, STONE, LARGE CLAWS",February,62994,2241,20.72,1305014,
2019,"SHRIMP, PINK",February,887082,109,2.60,2308581,
2019,"GROUPER, GAG",March,70443,263,5.19,365256,
2019,"GROUPER, RED",March,294767,315,4.54,1338527,
2019,"MACKEREL, KING",March,323285,1307,2.72,880676,
2019,"MACKEREL, SPANISH",March,524330,1082,0.99,516636,
2019,"SNAPPER, RED",March,281406,316,4.06,1141574,
2019,"CRAB, STONE, JUMBO CLAWS",March,15496,1751,25.94,401990,
2019,"CRAB, STONE, LARGE CLAWS",March,60969,2055,20.85,1270981,
2019,"SHRIMP, PINK",March,605525,109,2.82,1709801,
2019,"GROUPER, GAG",April,56058,246,5.15,288539,
2019,"GROUPER, RED",April,232740,304,4.53,1053753,
2019,"MACKEREL, KING",April,265647,1297,3.46,919461,
2019,"MACKEREL, SPANISH",April,66507,620,1.54,102372,
2019,"SNAPPER, RED",April,277054,315,4.06,1125415,
2019,"CRAB, STONE, JUMBO CLAWS",April,12980,1594,25.58,332010,
2019,"CRAB, STONE, LARGE CLAWS",April,50818,1837,20.78,1055855,
2019,"SHRIMP, PINK",April,922541,117,2.92,2691804,
2019,"GROUPER, GAG",May,118395,427,5.18,612758,
2019,"GROUPER, RED",May,331650,465,4.50,1490793,
2019,"MACKEREL, KING",May,571647,1991,2.33,1329734,
2019,"MACKEREL, SPANISH",May,7600,248,1.38,10524,
2019,"SNAPPER, RED",May,293453,370,4.01,1176246,
2019,"CRAB, STONE, JUMBO CLAWS",May,6085,799,25.31,154006,
2019,"CRAB, STONE, LARGE CLAWS",May,22725,909,20.86,474137,
2019,"SHRIMP, PINK",May,929325,124,2.43,2254514,
2019,"GROUPER, GAG",June,50648,270,5.19,263103,
2019,"GROUPER, RED",June,136567,355,4.39,600128,
2019,"MACKEREL, KING",June,323958,1729,2.42,785192,
2019,"MACKEREL, SPANISH",June,5243,317,1.64,8602,
2019,"SNAPPER, RED",June,175194,271,3.72,652134,
2019,"SHRIMP, PINK",June,677825,88,2.38,1615943,
2019,"GROUPER, GAG",July,43640,264,5.23,228187,
2019,"GROUPER, RED",July,86096,304,4.42,380829,
2019,"MACKEREL, KING",July,227951,1293,2.60,592857,
2019,"MACKEREL, SPANISH",July,3957,152,1.29,5094,
2019,"SNAPPER, RED",July,235633,911,4.17,983589,
2019,"SHRIMP, PINK",July,699517,89,2.35,1644780,
2019,"GROUPER, GAG",August,39890,254,5.24,209038,
2019,"GROUPER, RED",August,102824,328,4.42,454264,
2019,"MACKEREL, KING",August,200006,1262,2.77,553207,
2019,"MACKEREL, SPANISH",August,6794,237,1.49,10107,
2019,"SNAPPER, RED",August,321133,999,4.32,1386175,
2019,"SHRIMP, PINK",August,585295,68,2.45,1435436,
2019,"GROUPER, GAG",September,32376,197,5.22,168855,
2019,"GROUPER, RED",September,166017,260,4.47,741931,
2019,"MACKEREL, KING",September,51586,284,3.51,181221,
2019,"MACKEREL, SPANISH",September,30745,307,1.79,55102,
2019,"SNAPPER, RED",September,207288,254,4.35,902383,
2019,"SHRIMP, PINK",September,468572,58,2.13,997663,
2019,"GROUPER, GAG",October,22605,153,5.27,119222,
2019,"GROUPER, RED",October,181477,222,4.49,814746,
2019,"MACKEREL, KING",October,69080,308,3.09,213515,
2019,"MACKEREL, SPANISH",October,170616,653,1.14,194468,
2019,"SNAPPER, RED",October,194132,211,4.38,849618,
2019,"CRAB, STONE, JUMBO CLAWS",October,71509,2577,25.62,1832373,
2019,"CRAB, STONE, LARGE CLAWS",October,139726,2712,19.83,2770951,
2019,"SHRIMP, PINK",October,687808,89,2.27,1559623,
2019,"GROUPER, GAG",November,35615,206,5.20,185326,
2019,"GROUPER, RED",November,206520,272,4.47,923383,
2019,"MACKEREL, KING",November,182706,515,2.02,368626,
2019,"MACKEREL, SPANISH",November,455912,976,1.06,482123,
2019,"SNAPPER, RED",November,236520,264,4.33,1023827,
2019,"CRAB, STONE, JUMBO CLAWS",November,78237,3443,24.28,1899799,
2019,"CRAB, STONE, LARGE CLAWS",November,178288,3568,17.56,3130868,
2019,"SHRIMP, PINK",November,537585,71,2.42,1301982,
2019,"GROUPER, GAG",December,38473,219,5.17,198768,
2019,"GROUPER, RED",December,260481,269,4.46,1161553,
2019,"MACKEREL, KING",December,259685,627,1.92,497560,
2019,"MACKEREL, SPANISH",December,565443,889,0.96,541038,
2019,"SNAPPER, RED",December,267185,266,4.41,1177520,
2019,"CRAB, STONE, JUMBO CLAWS",December,56472,2855,24.21,1367339,
2019,"CRAB, STONE, LARGE CLAWS",December,136319,2997,17.01,2318935,
2019,"SHRIMP, PINK",December,874693,74,2.09,1828405,
2020,"GROUPER, GAG",January,44677,242,5.22,233329,
2020,"GROUPER, RED",January,214274,269,4.60,985944,
2020,"MACKEREL, KING",January,485165,915,2.32,1124727,
2020,"MACKEREL, SPANISH",January,524373,1019,1.07,561231,
2020,"SNAPPER, RED",January,262953,251,4.33,1137421,
2020,"CRAB, STONE, JUMBO CLAWS",January,43602,2780,25.10,1094234,
2020,"CRAB, STONE, LARGE CLAWS",January,115185,2895,17.53,2019346,
2020,"SHRIMP, PINK",January,746511,58,1.97,1471134,
2020,"GROUPER, GAG",February,59311,211,5.35,317276,
2020,"GROUPER, RED",February,276925,252,4.68,1295294,
2020,"MACKEREL, KING",February,909729,940,1.42,1289382,
2020,"MACKEREL, SPANISH",February,526501,1578,1.02,534910,
2020,"SNAPPER, RED",February,275615,251,4.12,1134504,
2020,"CRAB, STONE, JUMBO CLAWS",February,22405,1917,25.11,562531,
2020,"CRAB, STONE, LARGE CLAWS",February,73538,2039,17.65,1297751,
2020,"SHRIMP, PINK",February,1144139,99,2.71,3097559,
2020,"GROUPER, GAG",March,58368,257,5.19,303210,
2020,"GROUPER, RED",March,306831,329,4.47,1371165,
2020,"MACKEREL, KING",March,339669,1065,2.36,803299,
2020,"MACKEREL, SPANISH",March,292421,845,1.21,355249,
2020,"SNAPPER, RED",March,260186,295,3.98,1034645,
2020,"CRAB, STONE, JUMBO CLAWS",March,19165,1556,23.83,456724,
2020,"CRAB, STONE, LARGE CLAWS",March,70486,1670,16.48,1161939,
2020,"SHRIMP, PINK",March,822852,122,2.84,2334970,
2020,"GROUPER, GAG",April,21034,172,4.85,102107,
2020,"GROUPER, RED",April,151744,225,4.10,621727,
2020,"MACKEREL, KING",April,291090,1034,2.88,838074,
2020,"MACKEREL, SPANISH",April,34603,293,1.39,48188,
2020,"SNAPPER, RED",April,168828,224,3.17,535790,
2020,"CRAB, STONE, JUMBO CLAWS",April,10087,760,19.65,198226,
2020,"CRAB, STONE, LARGE CLAWS",April,33900,852,13.62,461553,
2020,"SHRIMP, PINK",April,726490,76,2.49,1810249,
2020,"GROUPER, GAG",May,117359,401,4.86,569831,
2020,"GROUPER, RED",May,241639,463,4.18,1011040,
2020,"MACKEREL, KING",May,422999,1443,2.50,1057160,
2020,"MACKEREL, SPANISH",May,6262,280,1.59,9960,
2020,"SNAPPER, RED",May,316659,352,3.85,1220497,
2020,"CRAB, STONE, JUMBO CLAWS",May,3300,302,20.50,67650,
2020,"CRAB, STONE, LARGE CLAWS",May,9356,331,14.83,138744,
2020,"SHRIMP, PINK",May,545390,58,2.08,1133663,
2020,"GROUPER, GAG",June,90211,316,5.00,450604,
2020,"GROUPER, RED",June,177429,385,4.22,748292,
2020,"MACKEREL, KING",June,269038,1437,3.49,939130,
2020,"MACKEREL, SPANISH",June,3821,211,1.53,5854,
2020,"SNAPPER, RED",June,319227,309,3.84,1226846,
2020,"SHRIMP, PINK",June,991474,64,1.88,1868884,
2020,"GROUPER, GAG",July,14925,61,5.01,74751,
2020,"GROUPER, RED",July,48180,73,4.30,207276,
2020,"MACKEREL, KING",July,32849,218,3.57,117414,
2020,"MACKEREL, SPANISH",July,86,23,2.15,185,
2020,"SNAPPER, RED",July,60943,78,3.52,214404,
2020,"SHRIMP, PINK",July,53029,3,1.57,83140,
